season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,instant,dteday,hr,season_label
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000001,1,0.8,0.8,0.5,0.2,1421.0,4110,5531,1970-01-01 00:00:00.000000548,2011-01-24,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.4,0.2,904.0,5323,6227,1970-01-01 00:00:00.000000549,2011-01-25,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.5,0.1,1052.0,5608,6660,1970-01-01 00:00:00.000000550,2011-01-25,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.5,0.1,2266.75,4841,7403,1970-01-01 00:00:00.000000551,2011-01-25,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.8,0.5,0.2,1405.0,4836,6241,1970-01-01 00:00:00.000000552,2011-01-25,1970-01-01 00:00:00.000000004,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.8,0.5,0.1,1366.0,4841,6207,1970-01-01 00:00:00.000000553,2011-01-25,1970-01-01 00:00:00.000000005,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.9,0.8,0.5,0.2,1448.0,3392,4840,1970-01-01 00:00:00.000000554,2011-01-25,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.8,0.6,0.1,1203.0,3469,4672,1970-01-01 00:00:00.000000555,2011-01-25,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.7,0.2,998.0,5571,6569,1970-01-01 00:00:00.000000556,2011-01-25,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.7,0.2,954.0,5336,6290,1970-01-01 00:00:00.000000557,2011-01-25,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.6,0.2,975.0,6289,7264,1970-01-01 00:00:00.000000558,2011-01-25,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.5,0.1,1032.0,6414,7446,1970-01-01 00:00:00.000000559,2011-01-25,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.5,0.1,1511.0,5988,7499,1970-01-01 00:00:00.000000560,2011-01-25,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.7,0.1,2266.75,4614,6969,1970-01-01 00:00:00.000000561,2011-01-25,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.2,1920.0,4111,6031,1970-01-01 00:00:00.000000562,2011-01-25,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.2,1088.0,5742,6830,1970-01-01 00:00:00.000000563,2011-01-25,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.8,0.5,0.1,921.0,5865,6786,1970-01-01 00:00:00.000000564,2011-01-25,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.1,799.0,4914,5713,1970-01-01 00:00:00.000000565,2011-01-25,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.2,888.0,5703,6591,1970-01-01 00:00:00.000000566,2011-01-25,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.8,0.2,747.0,5123,5870,1970-01-01 00:00:00.000000567,2011-01-25,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,3,0.6,0.5,0.9,0.2,1264.0,3195,4459,1970-01-01 00:00:00.000000568,2011-01-25,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.8,0.1,2266.75,4866,7410,1970-01-01 00:00:00.000000569,2011-01-25,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.1,1135.0,5831,6966,1970-01-01 00:00:00.000000570,2011-01-25,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.7,0.2,1140.0,6452,7592,1970-01-01 00:00:00.000000571,2011-01-25,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.4,0.2,1383.0,6790,8173,1970-01-01 00:00:00.000000572,2011-01-26,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.3,1036.0,5825,6861,1970-01-01 00:00:00.000000573,2011-01-26,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.2,1259.0,5645,6904,1970-01-01 00:00:00.000000574,2011-01-26,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.2,2234.0,4451,6685,1970-01-01 00:00:00.000000575,2011-01-26,1970-01-01 00:00:00.000000005,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.6,0.2,2153.0,4444,6597,1970-01-01 00:00:00.000000576,2011-01-26,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.2,1040.0,6065,7105,1970-01-01 00:00:00.000000577,2011-01-26,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.2,968.0,6248,7216,1970-01-01 00:00:00.000000578,2011-01-26,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.1,1074.0,6506,7580,1970-01-01 00:00:00.000000579,2011-01-26,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.7,0.1,983.0,6278,7261,1970-01-01 00:00:00.000000580,2011-01-26,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.8,0.7,0.6,0.2,1328.0,5847,7175,1970-01-01 00:00:00.000000581,2011-01-26,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.8,0.8,0.6,0.3,2266.75,4479,6824,1970-01-01 00:00:00.000000582,2011-01-26,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.7,0.3,1707.0,3757,5464,1970-01-01 00:00:00.000000583,2011-01-26,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.8,0.7,0.7,0.1,1233.0,5780,7013,1970-01-01 00:00:00.000000584,2011-01-26,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.7,0.1,1278.0,5995,7273,1970-01-01 00:00:00.000000585,2011-01-26,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,2,0.8,0.7,0.7,0.1,1263.0,6271,7534,1970-01-01 00:00:00.000000586,2011-01-26,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.2,1196.0,6090,7286,1970-01-01 00:00:00.000000587,2011-01-26,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.7,0.2,1065.0,4721,5786,1970-01-01 00:00:00.000000588,2011-01-27,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.7,0.2,2247.0,4052,6299,1970-01-01 00:00:00.000000589,2011-01-27,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.5,0.1,2182.0,4362,6544,1970-01-01 00:00:00.000000590,2011-01-27,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.5,0.1,1207.0,5676,6883,1970-01-01 00:00:00.000000591,2011-01-27,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.2,1128.0,5656,6784,1970-01-01 00:00:00.000000592,2011-01-27,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.6,0.2,1198.0,6149,7347,1970-01-01 00:00:00.000000593,2011-01-27,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.5,0.1,1338.0,6267,7605,1970-01-01 00:00:00.000000594,2011-01-27,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,1,0.7,0.2,0.6,0.2,1483.0,5665,7148,1970-01-01 00:00:00.000000595,2011-01-27,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.6,0.2,2266.75,5038,7865,1970-01-01 00:00:00.000000596,2011-01-28,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.6,0.6,0.7,0.1,1208.0,3341,4549,1970-01-01 00:00:00.000000597,2011-01-28,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.6,0.6,0.7,0.1,1026.0,5504,6530,1970-01-01 00:00:00.000000598,2011-01-28,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.6,0.6,0.7,0.1,1081.0,5925,7006,1970-01-01 00:00:00.000000599,2011-01-28,1970-01-01 00:00:00.000000003,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.7,0.1,1094.0,6281,7375,1970-01-01 00:00:00.000000600,2011-01-28,1970-01-01 00:00:00.000000005,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.6,0.1,1363.0,6402,7765,1970-01-01 00:00:00.000000601,2011-01-28,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.6,0.1,1325.0,6257,7582,1970-01-01 00:00:00.000000602,2011-01-28,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.7,0.2,1829.0,4224,6053,1970-01-01 00:00:00.000000603,2011-01-28,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.8,0.2,1483.0,3772,5255,1970-01-01 00:00:00.000000604,2011-01-28,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.1,989.0,5928,6917,1970-01-01 00:00:00.000000605,2011-01-28,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.6,0.2,935.0,6105,7040,1970-01-01 00:00:00.000000606,2011-01-28,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.6,0.6,0.1,1177.0,6520,7697,1970-01-01 00:00:00.000000607,2011-01-28,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.6,0.1,1172.0,6541,7713,1970-01-01 00:00:00.000000608,2011-01-28,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.8,0.7,0.6,0.2,1433.0,5917,7350,1970-01-01 00:00:00.000000609,2011-01-28,1970-01-01 00:00:00.000000014,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.8,0.7,0.6,0.1,2266.75,3788,6140,1970-01-01 00:00:00.000000610,2011-01-28,1970-01-01 00:00:00.000000015,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.8,0.1,2266.75,3197,5810,1970-01-01 00:00:00.000000611,2011-01-28,1970-01-01 00:00:00.000000016,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.8,0.2,1965.0,4069,6034,1970-01-01 00:00:00.000000612,2011-01-28,1970-01-01 00:00:00.000000017,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.8,0.2,867.0,5997,6864,1970-01-01 00:00:00.000000613,2011-01-28,1970-01-01 00:00:00.000000018,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.2,832.0,6280,7112,1970-01-01 00:00:00.000000614,2011-01-28,1970-01-01 00:00:00.000000019,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.7,0.7,0.8,0.1,611.0,5592,6203,1970-01-01 00:00:00.000000615,2011-01-28,1970-01-01 00:00:00.000000020,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.7,0.7,0.7,0.2,1045.0,6459,7504,1970-01-01 00:00:00.000000616,2011-01-28,1970-01-01 00:00:00.000000021,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,2,0.7,0.6,0.8,0.3,1557.0,4419,5976,1970-01-01 00:00:00.000000617,2011-01-28,1970-01-01 00:00:00.000000022,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000001,1,0.6,0.6,0.5,0.2,2266.75,5657,8227,1970-01-01 00:00:00.000000618,2011-01-28,1970-01-01 00:00:00.000000023,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.6,0.5,0.3,1118.0,6407,7525,1970-01-01 00:00:00.000000619,2011-01-29,1970-01-01 00:00:00.000000000,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.6,0.5,0.1,1070.0,6697,7767,1970-01-01 00:00:00.000000620,2011-01-29,1970-01-01 00:00:00.000000001,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.6,0.6,0.1,1050.0,6820,7870,1970-01-01 00:00:00.000000621,2011-01-29,1970-01-01 00:00:00.000000002,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.6,0.6,0.1,1054.0,6750,7804,1970-01-01 00:00:00.000000622,2011-01-29,1970-01-01 00:00:00.000000003,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.6,0.7,0.1,1379.0,6630,8009,1970-01-01 00:00:00.000000623,2011-01-29,1970-01-01 00:00:00.000000004,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.6,0.5,0.2,2266.75,5554,8714,1970-01-01 00:00:00.000000624,2011-01-29,1970-01-01 00:00:00.000000006,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.6,0.6,0.1,2166.0,5167,7333,1970-01-01 00:00:00.000000625,2011-01-29,1970-01-01 00:00:00.000000007,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,2,0.6,0.6,0.7,0.2,1022.0,5847,6869,1970-01-01 00:00:00.000000626,2011-01-29,1970-01-01 00:00:00.000000008,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,2,0.6,0.6,0.9,0.35000000000000003,371.0,3702,4073,1970-01-01 00:00:00.000000627,2011-01-29,1970-01-01 00:00:00.000000009,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.5,0.5,0.2,788.0,6803,7591,1970-01-01 00:00:00.000000628,2011-01-29,1970-01-01 00:00:00.000000010,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.5,0.5,0.6,0.1,939.0,6781,7720,1970-01-01 00:00:00.000000629,2011-01-29,1970-01-01 00:00:00.000000011,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.6,0.7,0.2,1250.0,6917,8167,1970-01-01 00:00:00.000000630,2011-01-29,1970-01-01 00:00:00.000000012,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.6,0.6,0.6,0.3,2266.75,5883,8395,1970-01-01 00:00:00.000000631,2011-01-29,1970-01-01 00:00:00.000000013,
1970-01-01 00:00:00.000000001,1970-01-01,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000000,1,0.5,0.5,0.5,0.2,2266.75,5453,7907,1970-01-01 00:00:00.000000632,2011-01-29,1970-01-01 00:00:00.000000014,
